Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
K00147_upstream.fna.motif.h1_1;High-covariation	0	NA	NA	NA	NA	NA
K01889_upstream.fna.motif.h1_1;High-power	0	NA	NA	NA	NA	NA
K02014_upstream.fna.motif.h1_4;High-covariation	0	NA	NA	NA	NA	NA
K02094_upstream.fna.motif.h1_2.h1_4;High-covariation	4719.92354031457	-0.68955909352683	0.11376799242197785	-6.061099249859137	1.3519437241879321e-9	6.260717933041969e-9
K03320_upstream.fna.motif.h1_3;High-covariation	0	NA	NA	NA	NA	NA
K03325_upstream.fna.motif.h2_1;High-power	0	NA	NA	NA	NA	NA
K10716_upstream.fna.motif.h1_4;Conserved-sequence	0	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00220	1374.790861518449	0.42702727289213926	0.05817940771712465	7.339835341198346	2.1385679023580821e-13	1.3855404049749487e-12
gene-SYNPCC7002_RS00225	369.12169964136444	0.09868285975631877	0.12625031817209673	0.7816444440306306	0.43442355981278336	0.5149137238987923
gene-SYNPCC7002_RS00230	4511.048267270711	-0.30197899941728024	0.0753948555336487	-4.0052997950570655	6.19388749758611e-5	1.7209968952520375e-4
gene-SYNPCC7002_RS00235	1040.365016317647	-0.2743941063082499	0.09787528673579353	-2.8035075600744315	0.0050550047136682106	0.010119387914745825
gene-SYNPCC7002_RS00240	1289.0029410277286	-0.24710554869608375	0.07616272721195311	-3.2444419697369056	0.0011768099326583444	0.0026508933556124298
gene-SYNPCC7002_RS00245	12880.11582760987	-0.17879381977726527	0.06373072343923862	-2.8054572446165422	0.005024524680245684	0.010077067156106121
gene-SYNPCC7002_RS00250	3330.1968292632387	-0.4786984061667151	0.08392304520541499	-5.704016161413407	1.1701697494702405e-8	4.9449601553983924e-8
gene-SYNPCC7002_RS00255	3448.014228152764	0.6961925826095331	0.06306361450082446	11.039528706373648	2.4632173627689627e-28	3.2544631033808704e-27
gene-SYNPCC7002_RS00260	2561.6392353378415	0.24923566845751105	0.04653248029753559	5.356165561428516	8.500662215282901e-8	3.3393984940377125e-7
gene-SYNPCC7002_RS00265	3311.614200303218	0.03934039237687698	0.0631403826198958	0.6230623056832834	0.533243578982157	0.6086422655730755
gene-SYNPCC7002_RS00270	6362.7044183355765	-0.04900474718611859	0.07524459739104408	-0.6512726346509939	0.5148705101130071	0.5915743432633573
gene-SYNPCC7002_RS00275	145.8281258151453	0.32587516169662417	0.13513923201719588	2.4114030902229633	0.01589127440410374	0.028561940725199228
gene-SYNPCC7002_RS00280	423.1131888858825	-0.0463313971448461	0.0943710416176586	-0.4909493034161512	0.6234623045627437	0.6916201096194659
gene-SYNPCC7002_RS00285	376.71026229208934	-0.0735090842773687	0.09317594485503775	-0.7889277043740575	0.43015426227662695	0.5107884618449895
gene-SYNPCC7002_RS00290	10445.965672518041	-0.25389997059455377	0.082330756817862	-3.083901817594723	0.0020430500789263032	0.004432542295901102
gene-SYNPCC7002_RS00295	3996.0227422494195	0.026021086549385584	0.055435429393164266	0.4693945160023283	0.6387876675329511	0.7045164156061884
gene-SYNPCC7002_RS00300	1344.6751041818854	-0.06759584027392393	0.08672355202409723	-0.7794404022466881	0.43572033191762777	0.5158839482141043
gene-SYNPCC7002_RS00305	507.2754898291164	0.25673038558686095	0.13345233648977223	1.9237608897655887	0.054384561814859025	0.08629550323269541
gene-SYNPCC7002_RS00310	719.8874176664835	0.26934982032076143	0.07273574703053688	3.7031285346898195	2.1295691569076614e-4	5.462294263795642e-4
gene-SYNPCC7002_RS00315	1017.6113185011195	0.25444994680598754	0.07203826900010311	3.5321496523691223	4.121960140455021e-4	0.001005484926499842
gene-SYNPCC7002_RS00320	3063.801543282625	0.16569129186630838	0.0557694601664451	2.971004047229421	0.002968278690220442	0.006214953505979023
gene-SYNPCC7002_RS00325	1298.8400942424616	-0.684006807234016	0.06713790150259444	-10.188087383213544	2.2413021560950102e-24	2.6097464313955212e-23
gene-SYNPCC7002_RS00330	356.25735667581745	0.11763405632623009	0.08257597756009881	1.4245554191667424	0.15428575455598667	0.2153613572650836
gene-SYNPCC7002_RS00335	1639.0801823187312	-0.07065829946545793	0.06300254044185773	-1.1215150844697344	0.26206867429962866	0.33959819804159247
gene-SYNPCC7002_RS00340	339.93982832728176	-0.04223700989439585	0.08239763381883583	-0.5125997912423136	0.6082312992671992	0.6806066870191756
gene-SYNPCC7002_RS00345	438.64421262786243	0.029749141904350754	0.0956886324673926	0.3108952561788177	0.7558802509222756	0.8051281251185937
gene-SYNPCC7002_RS00350	833.7045235870982	0.3113861503870108	0.09887224049212469	3.1493789241259598	0.0016361789158319093	0.00361276340419365
gene-SYNPCC7002_RS00355	1430.8798575381813	0.08252074757329782	0.08771933359585034	0.9407361432258026	0.3468400921137358	0.42802949987501443
gene-SYNPCC7002_RS00360	258.17464940981756	0.26039869481771555	0.09423372012193766	2.76332818529038	0.005721520609346595	0.011306814537518271
gene-SYNPCC7002_RS00365	1051.5567812124857	-0.11361057203013497	0.06170705538179747	-1.841127749933894	0.06560283996139057	0.10214352715489239
gene-SYNPCC7002_RS00370	8696.13660542576	-0.021952810404636303	0.08625829900502552	-0.25450084986439747	0.7991086476062672	0.8423037096390383
gene-SYNPCC7002_RS16605	3.387943590283612	1.1649727985487204	0.648449596044871	1.7965510436806678	0.072406922383929	0.11176977003184461
gene-SYNPCC7002_RS00375	1725.8265380502044	0.8143922958029549	0.060491087427925125	13.46301298969538	2.581702018461156e-41	5.064829959853794e-40
gene-SYNPCC7002_RS00380	2125.961351050911	0.9304047642011076	0.04647789511013007	20.018220747658635	3.8212515715243304e-89	2.5243655789845422e-87
gene-SYNPCC7002_RS00385	2162.8290021876483	0.1037929565175646	0.08123661742647637	1.2776622144749314	0.2013685536827906	0.2714827189800888
gene-SYNPCC7002_RS16340	1095.0848066167562	0.22934714763730318	0.08106817014662618	2.8290653066732374	0.0046684171527657786	0.009415368425858458
gene-SYNPCC7002_RS00390	4126.751150930573	0.37610954099061483	0.06395122557935634	5.881193637546552	4.0731830425325145e-9	1.784153384124188e-8
gene-SYNPCC7002_RS00395	766.1726010173285	-0.9522426630397517	0.11282196573816566	-8.440224000791584	3.167300897252915e-17	2.5190547922377607e-16
gene-SYNPCC7002_RS17030	31.960128191384587	0.10877427351803147	0.29660215665162565	0.3667346008066705	0.7138169944216484	0.7676497046321847
gene-SYNPCC7002_RS17035	82.97723834678669	-0.20965600974119064	0.17833835795815875	-1.1756080528137394	0.23975153611196676	0.3144553170155739
gene-SYNPCC7002_RS00405	442.79067841425683	-0.2746457648987921	0.084004276099653	-3.269426006040264	0.001077659188834245	0.002439428527452064
gene-SYNPCC7002_RS00410	1557.827739935484	-0.18408310706881856	0.05337612487860064	-3.4487911493668677	5.631020488575636e-4	0.0013412519000382144
gene-SYNPCC7002_RS00415	2261.974386893498	-0.18251211902137496	0.07775310167387499	-2.3473291108938352	0.01890854469245373	0.03346471250381231
gene-SYNPCC7002_RS00420	276.85835240956857	0.13944863324010848	0.09668369805025538	1.4423179507224086	0.14921269845200671	0.20945425190335895
gene-SYNPCC7002_RS00425	440.3161497110623	0.17417651201139028	0.11645569822323842	1.4956461097979474	0.13474590054209165	0.19206185823634991
gene-SYNPCC7002_RS00430	909.4151028818993	0.42545021585285797	0.0637713990157986	6.671489451681274	2.5322015997916814e-11	1.410798034169651e-10
gene-SYNPCC7002_RS00435	667.2245288271127	1.1542736020444162	0.07076810642707998	16.31064698945688	8.290989706620709e-60	2.8250456505611827e-58
gene-SYNPCC7002_RS00440	230.15235458990392	0.4221741780413487	0.09695411914261176	4.354370724779256	1.3344970398112529e-5	4.098450586213497e-5
gene-SYNPCC7002_RS00445	685.9186810911214	0.19421555764918316	0.07228349096337357	2.686859130082597	0.0072127364689556035	0.013905674776658302
gene-SYNPCC7002_RS00450	554.8874047154188	0.4534922886719888	0.08780053806640026	5.1650285825017335	2.404021842417122e-7	8.996322201045347e-7
gene-SYNPCC7002_RS00455	948.4327650264711	0.04044307394467483	0.10388851668325083	0.38929301558884577	0.6970594023811251	0.753634363897028
gene-SYNPCC7002_RS00460	2360.248095766832	-0.19069029691444506	0.06028083574422955	-3.1633651816564123	0.001559565672552558	0.0034530192079703353
gene-SYNPCC7002_RS00465	2776.344965699899	-0.42310740552713827	0.06127673475614775	-6.904862134232584	5.025220695735922e-12	3.006772530886724e-11
gene-SYNPCC7002_RS00470	1587.6138893168722	0.110728030412022	0.07080733545985776	1.5637932100240683	0.11786613938913347	0.17101420582816004
